rank,player_id,name,wins,games,winrate,period_start,period_end,quality,source
15,d6a94d5e-3924-4e4a-aede-94038d9c4a04,Randy Sandwich,101,398,25.38,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
16,b36f404b-c5f0-40b8-b70e-ef45cf916817,Shparkles,101,306,33.01,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
17,157caad4-37bc-4ca1-aa59-4e9f6cf8c3fb,sk,100,128,78.12,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
18,d77ae26b-f54b-4cf6-a60e-ba660de3cb22,Rata1234,91,316,28.8,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
19,dc3933e5-812c-4e12-b564-07e937a208db,superman,91,242,37.6,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
20,118120d6-4073-467d-863e-a6a167ca2070,UNCLE IROH,87,269,32.34,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
21,4ca0c409-472b-4423-9001-d0e0d0ef1840,secoria,86,282,30.5,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
22,b45a33eb-ad46-4ffa-b5b0-f008bdcc5bb6,The great potato,81,353,22.95,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
23,c2836c77-5439-4cd2-8207-eeb5807f30f7,TRow,80,246,32.52,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
24,08431946-7487-46f7-9747-9b982b7642ec,meowmeow,79,256,30.86,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
25,f9ed08e1-0353-4f99-a5b9-0f388a07c3eb,TrainedPumpkin1,79,206,38.35,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
26,caf4e45f-81de-4c20-927e-f1a5820cf3cb,HC,78,372,20.97,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
27,ede8b0c4-421f-4fb9-b0b2-7d2896d56585,DreamyBread.XCJF,77,197,39.09,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
28,4cee8b5d-7340-4cd4-980d-38c59a322b7f,Lord Cuctus,73,314,23.25,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
29,91063aef-c31e-40eb-a93f-9bead8e4cc2a,DREPY,70,180,38.89,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
30,1c2f7c29-7fc7-44b0-86e0-64db6b4fc1ad,Clingwell,66,196,33.67,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
31,f45172ef-58c6-4054-a97b-aafa5dc492fb,Lavender77,65,329,19.76,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
32,c01c6a1f-3d78-4289-b6a6-5f05ae69f295,SeatronRBR,59,194,30.41,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
33,525968e9-46f6-43ba-ad25-622590112066,Warhawk,53,224,23.66,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
34,6ed71f6b-f000-4af1-beae-e1351fe01aab,. .,46,332,13.86,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
35,4a4fd4c1-2f17-404d-90f0-1ba82b6434bf,annoying bee,41,135,30.37,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
36,a67f4459-78d2-4461-a046-7b22154aec3a,batoroyal,39,212,18.4,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
37,97f1fe3a-3a1d-4594-83e8-0045f970a901,lolo,39,198,19.7,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
38,cb206154-3758-43c6-bc2e-1eab690c3422,Gaming Beast,39,61,63.93,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
39,b204dc60-ffa9-41b9-8b5a-e47b7cff904d,TheQueen,38,120,31.67,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
40,98aa547d-388e-4a04-9de2-498754736f49,chrixclub,25,191,13.09,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
41,486a0889-6177-46af-9bbf-0bcd1dddd9f3,Dioxp,25,102,24.51,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
42,61d15459-fd48-464a-b497-f1abf6f68ceb,Agentgooby,25,59,42.37,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
43,8471b9c5-3541-4f9f-86a3-963697e01c70,Prodoglover,23,72,31.94,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
44,bb4c6de8-31ad-4982-8998-1046ee4c2db2,CherryCatcher,17,53,32.08,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
45,01c87361-c149-41b0-85d9-72d7ae697408,Zoro,8,28,28.57,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
46,e66af725-24c9-4358-a2f8-931ce82b7182,Frijoles,7,35,20.0,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
47,92c5c647-05a8-44e6-8210-cc5f1aa4b1cd,fishes,7,26,26.92,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
48,021b3a58-690e-497f-8f04-ad31d4094862,LilLoser,2,6,33.33,2024-12-04,2024-12-25,estimated,exports/yearly/2024_race.csv
